name,x,y,z
1,11,1,7
2,7,1,6
3,11,9,4
4,16,5,7
5,9,4,3
6,13,10,6
7,7,3,1
8,12,10,1
9,16,8,2
10,6,2,2
11,3,2,5
12,2,11,7
13,4,6,6
14,1,10,2
15,9,14,6
16,9,14,2
17,2,11,2
18,8,2,1
19,13,3,2
20,1,11,4
21,7,5,2
22,7,5,5
23,7,1,2
24,5,1,7
25,9,1,1
26,7,9,1
27,4,10,5
28,9,7,1
29,14,1,5
30,6,7,2
31,9,13,5
32,7,2,4
33,1,9,6
34,3,8,4
35,2,5,1
36,15,2,3
37,6,2,1
38,15,15,7
39,6,5,7
40,8,7,2
41,4,10,3
42,4,12,6
43,2,13,3
44,5,6,5
45,10,7,4
46,14,15,7
47,14,1,7
48,2,6,2
49,12,8,4
50,6,10,2
51,15,6,7
52,4,1,3
53,8,5,2
54,4,11,4
55,4,3,5
56,8,14,2
57,16,2,2
58,3,5,2
59,12,13,3
60,16,2,7
61,2,7,6
62,3,6,7
63,6,7,1
64,11,4,5
