name,x,y,z
1,10,10,5
2,16,9,4
3,6,15,4
4,10,15,7
5,6,1,6
6,15,8,2
7,2,9,5
8,1,4,7
9,10,13,7
10,3,4,3
11,4,5,2
12,4,10,7
13,1,9,5
14,7,9,2
15,16,6,7
16,8,15,5
17,7,10,1
18,3,6,6
19,16,11,2
20,16,1,5
21,3,13,5
22,2,15,3
23,16,15,5
24,9,15,2
25,2,3,3
26,12,15,5
27,5,12,1
28,4,13,2
29,3,11,7
30,9,6,5
31,3,6,1
32,8,2,5
33,2,4,3
34,5,11,6
35,2,14,3
36,14,8,3
37,3,2,1
38,9,4,7
39,2,12,5
40,11,6,1
41,4,5,3
42,10,15,2
43,13,2,7
44,11,1,7
45,14,3,2
46,5,13,1
47,4,9,4
48,13,10,1
49,15,1,5
50,1,1,5
51,16,3,6
52,5,15,7
53,15,8,4
54,5,6,5
55,13,12,4
56,5,7,4
57,6,10,5
58,14,1,7
59,11,2,3
60,13,14,3
61,2,7,3
62,16,7,3
63,1,15,1
64,13,13,6
65,15,9,3
66,1,1,2
67,9,1,6
68,13,14,5
69,1,10,3
70,14,6,5
71,4,7,6
72,5,12,2
73,2,6,2
74,13,1,2
75,6,1,2
76,11,15,1
77,6,12,3
78,9,12,6
79,13,4,3
80,5,7,1
81,4,14,4
82,1,8,2
83,16,5,3
84,9,14,5
85,8,11,3
86,12,11,5
87,9,5,7
88,6,5,3
89,8,6,5
90,9,8,7
