name,x,y,z
1,6,12,2
2,4,6,7
3,9,2,2
4,4,15,1
5,10,8,3
6,16,12,5
7,10,4,3
8,7,9,4
9,7,8,1
10,7,13,3
11,10,7,5
12,11,10,4
13,13,10,2
14,8,12,5
15,15,4,2
16,5,2,5
17,12,15,2
18,5,5,7
19,7,2,3
20,13,1,4
21,13,3,2
22,13,14,6
23,4,5,5
24,7,15,3
25,14,7,3
26,14,5,1
27,5,1,4
28,16,5,5
29,13,11,5
30,8,13,7
31,12,13,7
32,12,1,4
33,6,1,3
34,10,9,1
35,3,9,4
36,7,1,2
37,9,11,7
38,4,1,6
39,1,6,7
40,2,10,3
41,9,7,1
42,3,15,1
43,9,9,2
44,12,2,3
45,9,5,6
46,10,4,2
47,2,3,6
48,10,9,4
49,12,1,6
50,5,4,7
51,15,4,5
52,5,15,4
53,1,8,2
54,6,1,1
55,11,13,5
56,11,2,4
57,13,6,3
58,2,8,3
59,6,4,5
60,9,1,4
61,6,9,1
62,13,10,4
63,7,10,7
64,3,1,3
65,3,5,7
66,12,7,6
67,15,13,6
68,14,1,5
69,6,7,3
70,16,10,4
71,13,5,7
72,7,15,1
73,6,12,3
74,14,15,4
75,14,1,6
76,16,2,5
77,8,6,2
78,1,3,7
79,4,8,3
80,9,8,4
81,6,9,7
82,1,14,1
83,8,11,6
84,2,10,7
85,6,5,7
86,7,7,5
87,6,2,4
88,15,1,3
89,1,14,5
90,13,14,5
