name,x,y,z
1,3,14,4
2,8,13,5
3,11,11,6
4,3,13,2
5,11,2,5
6,4,15,1
7,11,12,5
8,12,10,1
9,8,1,5
10,10,2,6
11,11,2,7
12,8,10,6
13,12,14,2
14,13,13,4
15,10,6,1
16,4,13,5
17,4,14,6
18,1,5,2
19,15,9,4
20,8,5,6
21,9,7,5
22,8,3,4
23,1,3,1
24,2,14,2
25,7,2,1
26,12,9,3
27,16,13,7
28,15,11,4
29,13,4,5
30,13,6,5
31,3,10,3
32,8,5,7
33,15,2,6
34,6,7,5
35,6,10,5
36,9,5,5
37,4,7,5
38,15,11,1
39,1,7,1
40,16,6,4
41,11,6,1
42,15,2,7
43,7,6,6
44,13,1,7
45,14,13,1
46,6,13,3
47,2,8,6
48,12,3,1
49,9,6,5
50,7,12,4
51,12,15,5
52,14,6,3
53,7,7,3
54,13,1,5
55,9,11,3
56,10,10,7
57,14,11,7
58,6,13,4
59,13,3,5
60,5,7,1
61,11,4,3
62,12,8,4
63,2,3,5
64,7,8,1
65,1,14,5
66,10,15,2
67,16,11,3
68,8,7,5
69,11,7,2
70,6,10,7
71,9,3,5
72,5,3,7
73,9,11,7
74,11,8,1
75,16,12,2
