name,x,y,z
1,16,7,7
2,11,8,4
3,5,15,7
4,5,3,2
5,16,6,2
6,1,12,6
7,1,5,6
8,11,11,7
9,16,4,1
10,1,4,5
11,6,8,1
12,5,2,7
13,3,6,4
14,13,3,6
15,4,1,6
16,15,10,5
17,6,9,1
18,7,9,1
19,6,1,6
20,7,14,1
21,6,7,3
22,13,2,6
23,5,14,5
24,8,11,3
25,13,13,1
26,11,15,4
27,16,1,7
28,7,11,3
29,3,9,5
30,4,2,1
31,2,10,1
32,16,15,5
33,1,5,1
34,3,9,7
35,3,3,2
36,6,13,7
37,10,11,4
38,5,13,1
39,15,2,6
40,14,15,4
41,13,10,7
42,8,11,2
43,3,6,7
44,9,10,6
45,7,11,7
46,16,13,1
47,4,5,6
48,12,9,6
49,13,12,4
50,13,9,4
51,10,9,1
52,3,10,2
53,3,8,1
54,8,14,6
55,8,9,1
56,4,2,7
57,13,5,7
58,2,1,2
59,12,3,4
60,15,13,7
61,1,12,4
62,7,6,1
63,4,13,2
64,8,2,2
65,10,6,7
66,8,14,5
67,9,9,4
68,15,4,7
69,3,12,2
70,7,5,2
71,8,11,7
72,8,10,7
73,4,8,7
74,11,9,1
75,16,5,4
