name,x,y,z
1,12,10,2
2,8,11,7
3,4,4,6
4,10,13,7
5,13,13,1
6,12,3,2
7,11,11,2
8,6,12,6
9,5,10,1
10,3,1,3
11,11,1,4
12,7,11,5
13,1,10,4
14,5,12,3
15,12,8,5
16,2,3,7
17,4,3,2
18,12,12,4
19,6,4,5
20,12,11,4
21,13,10,7
22,12,13,7
23,1,8,4
24,8,1,5
25,11,10,2
26,13,7,5
27,3,7,3
28,14,9,1
29,9,12,5
30,5,5,6
31,7,10,7
32,1,2,6
33,2,8,3
34,8,9,7
35,12,13,3
36,2,1,2
37,16,7,7
38,7,2,6
39,9,14,1
40,3,14,4
41,10,12,1
42,13,10,2
43,2,1,3
44,1,4,7
45,7,7,6
46,1,14,7
47,4,11,1
48,9,13,7
49,9,1,4
50,12,6,2
51,13,4,6
52,2,14,1
53,3,12,7
54,1,8,3
55,4,1,4
56,6,2,1
57,14,5,5
58,2,2,3
59,13,1,2
60,7,8,1
61,11,1,6
62,16,9,4
63,4,15,7
64,7,4,7
65,7,7,5
66,13,6,7
67,16,6,4
68,16,8,7
69,15,13,3
70,3,9,7
71,2,6,3
72,2,10,6
73,9,6,7
74,4,2,3
75,12,11,3
76,9,6,4
77,15,9,6
78,4,9,3
79,4,9,7
80,5,1,1
81,3,6,5
82,7,2,2
83,16,3,6
84,16,6,7
