name,x,y,z
1,4,14,1
2,3,5,4
3,11,15,1
4,2,3,2
5,13,11,7
6,14,7,1
7,15,4,6
8,10,13,3
9,3,9,7
10,8,3,5
11,3,9,2
12,16,15,7
13,4,10,3
14,8,7,7
15,15,2,7
16,5,6,4
17,3,1,6
18,12,15,4
19,4,6,5
20,12,10,2
21,11,11,1
22,9,12,7
23,14,8,6
24,13,12,4
25,10,6,4
26,3,10,1
27,6,14,2
28,8,14,3
29,15,13,5
30,15,1,1
31,6,8,4
32,12,3,4
33,16,1,7
34,13,14,7
35,8,12,6
36,16,4,6
37,8,2,6
38,15,10,1
39,2,8,1
40,9,3,3
41,11,7,5
42,16,9,5
43,2,12,3
44,6,4,3
45,5,14,4
46,2,4,2
47,10,6,7
48,10,14,5
49,14,10,4
50,9,2,7
51,1,3,7
52,13,15,2
53,1,15,1
54,3,12,5
55,9,7,2
56,16,6,6
