name,x,y,z
1,2,7,1
2,6,4,2
3,3,1,6
4,7,15,2
5,10,7,2
6,7,6,2
7,16,10,2
8,13,7,7
9,11,14,5
10,4,14,6
11,15,1,7
12,15,10,3
13,12,9,3
14,14,7,5
15,16,7,6
16,5,1,6
17,16,8,4
18,11,5,2
19,7,15,3
20,8,3,5
21,4,3,2
22,15,15,4
23,7,2,7
24,3,3,6
25,15,14,4
26,10,11,4
27,14,4,5
28,10,11,6
29,12,8,7
30,13,6,7
31,3,2,2
32,16,5,3
33,7,2,5
34,14,6,5
35,7,8,4
36,10,3,2
37,15,5,1
38,8,9,2
39,10,15,3
40,5,14,6
41,4,1,2
42,12,3,1
43,1,11,7
44,11,6,4
45,6,5,7
46,15,15,1
47,15,15,6
48,14,10,4
49,14,8,2
50,6,13,3
51,7,11,7
52,2,12,3
53,16,13,6
54,6,3,7
55,16,1,1
56,5,2,2
