name,x,y,z
1,5,1,1
2,4,14,7
3,3,9,1
4,7,8,7
5,1,13,7
6,12,11,2
7,3,9,3
8,9,14,7
9,8,1,7
10,13,10,7
11,16,13,2
12,4,7,7
13,12,8,2
14,14,1,1
15,6,11,1
16,15,10,7
17,11,7,5
18,10,10,4
19,16,1,3
20,16,1,6
21,3,12,2
22,6,5,7
23,8,11,1
24,9,9,2
25,11,9,6
26,7,1,4
27,14,13,3
28,6,5,1
29,12,14,1
30,1,5,6
31,6,15,3
32,14,12,2
33,7,6,4
34,5,9,6
35,8,8,2
36,5,7,2
37,11,4,2
38,1,1,3
39,9,5,1
40,10,7,3
41,5,4,5
42,9,5,3
43,6,8,2
44,3,1,5
45,9,2,3
46,8,5,3
47,9,3,3
48,4,5,7
49,16,5,5
50,2,11,4
51,7,12,1
52,14,6,5
53,15,6,6
54,13,3,5
55,8,1,6
56,15,14,7
57,15,9,2
58,12,9,7
59,6,2,6
60,13,5,7
61,2,6,6
62,3,11,7
63,11,2,2
64,7,2,1
65,13,15,3
66,10,11,4
67,11,15,1
68,14,10,3
69,13,9,4
70,14,2,7
71,13,11,2
72,3,1,3
73,4,10,1
74,7,11,1
75,7,15,1
76,7,5,5
77,2,4,1
78,10,9,1
79,8,9,5
80,6,9,2
81,16,12,7
82,6,14,1
83,9,10,7
84,11,12,6
85,8,3,5
