name,x,y,z
1,9,13,7
2,6,8,4
3,7,15,4
4,7,9,4
5,13,5,2
6,11,5,7
7,3,6,5
8,1,12,2
9,15,2,4
10,6,2,6
11,6,4,7
12,10,14,5
13,15,4,4
14,6,5,1
15,8,7,5
16,3,14,3
17,15,6,6
18,6,14,2
19,6,14,1
20,16,3,1
21,5,2,1
22,7,4,7
23,10,6,2
24,3,6,1
25,6,3,6
26,4,4,7
27,16,1,2
28,2,15,5
29,4,13,7
30,16,9,1
31,7,13,7
32,6,1,2
33,11,12,2
34,11,5,6
35,11,14,4
36,13,5,4
37,6,11,2
38,13,14,2
39,1,9,5
40,3,8,6
41,1,13,6
42,1,14,3
43,4,4,2
44,8,4,3
45,13,8,4
46,2,13,3
47,16,13,5
48,8,8,5
49,10,7,1
50,14,13,2
51,6,13,2
52,8,13,5
53,8,7,2
54,10,2,7
55,9,3,2
56,16,8,1
57,3,13,3
58,8,9,6
59,10,7,3
60,6,2,7
61,5,5,4
62,2,5,6
63,9,11,6
64,7,10,4
65,12,15,6
66,8,2,7
67,14,12,2
68,14,9,4
69,1,11,3
70,11,15,2
71,5,6,6
72,1,13,3
73,6,8,5
74,16,4,3
75,2,14,2
