name,x,y,z
1,2,9,5
2,6,9,1
3,6,15,2
4,4,6,3
5,7,1,2
6,6,6,2
7,2,11,2
8,11,4,2
9,2,14,3
10,4,12,4
11,2,12,3
12,15,8,2
13,16,9,3
14,14,9,2
15,3,15,3
16,3,15,2
17,13,6,6
18,6,2,7
19,14,12,3
20,5,9,7
21,11,5,6
22,4,15,7
23,12,9,2
24,16,11,1
25,14,12,1
26,4,10,1
27,9,10,2
28,4,14,2
29,5,13,3
30,15,1,4
31,16,13,3
32,10,11,3
33,10,2,6
34,14,5,5
35,16,10,1
36,12,15,3
37,5,15,5
38,3,7,4
39,9,14,3
40,11,6,5
41,11,9,7
42,11,12,3
43,1,12,5
44,3,6,2
45,2,4,3
46,7,6,3
47,4,5,3
48,11,15,7
49,12,11,4
50,15,6,7
51,7,9,1
52,5,6,4
53,14,4,6
54,13,11,7
55,4,15,2
56,14,11,5
57,9,2,6
58,6,10,5
59,10,13,5
60,8,2,3
61,2,13,2
62,7,15,3
63,9,10,4
64,5,14,3
65,8,10,5
66,16,1,4
67,14,2,4
68,11,13,1
69,15,14,7
70,1,10,6
71,15,7,4
72,3,1,6
73,16,2,7
74,6,12,5
75,13,6,2
76,16,6,7
77,14,13,5
78,12,6,6
79,11,13,6
80,1,1,3
81,2,1,5
82,2,14,5
83,9,12,1
84,14,1,5
85,4,13,4
86,11,5,4
