name,x,y,z
1,2,15,7
2,13,6,3
3,5,7,6
4,7,4,4
5,6,14,2
6,1,11,4
7,10,1,5
8,5,12,3
9,15,14,6
10,10,10,3
11,4,12,2
12,11,12,1
13,12,14,2
14,3,4,5
15,11,11,6
16,1,5,1
17,8,14,5
18,4,6,1
19,3,2,6
20,7,15,3
21,1,4,3
22,14,12,2
23,5,12,1
24,4,9,4
25,3,4,6
26,5,9,5
27,9,10,2
28,6,7,1
29,11,4,2
30,2,2,3
31,7,10,4
32,14,4,6
33,11,10,2
34,1,1,3
35,12,2,5
36,10,13,3
37,10,1,7
38,8,14,4
39,9,7,1
40,8,6,2
41,14,3,2
42,15,12,2
43,13,8,7
44,3,7,4
45,15,1,5
46,2,13,6
47,5,13,5
48,1,9,4
49,10,6,5
50,3,4,7
51,7,13,2
52,7,13,6
53,4,9,7
54,9,6,1
55,10,11,2
56,15,7,4
57,13,9,2
58,3,9,1
59,9,8,7
60,8,9,4
61,7,2,2
62,1,10,7
63,16,9,4
64,16,15,5
65,10,11,3
66,12,13,7
67,1,8,1
68,16,9,3
69,8,12,2
70,3,9,6
71,3,14,1
72,16,13,6
73,15,3,2
74,12,12,1
75,9,11,3
76,8,15,6
77,14,7,7
78,1,3,5
79,15,15,7
80,10,11,4
81,9,2,7
82,4,14,6
83,7,14,5
84,12,7,6
85,2,8,1
86,6,3,3
