name,x,y,z
1,6,10,1
2,2,9,7
3,3,10,4
4,6,10,3
5,15,4,4
6,12,1,4
7,5,15,4
8,10,15,4
9,7,6,6
10,9,7,7
11,7,4,1
12,2,8,6
13,7,12,6
14,5,2,2
15,7,15,5
16,5,3,3
17,5,4,5
18,7,6,1
19,13,5,7
20,1,14,5
21,16,11,4
22,1,6,6
23,12,8,1
24,16,14,6
25,1,12,3
26,5,12,1
27,12,3,7
28,1,15,4
29,8,5,4
30,15,12,6
31,4,14,5
32,7,13,5
33,9,9,7
34,9,2,6
35,10,15,6
36,14,10,5
37,7,9,7
38,9,1,5
39,1,8,4
40,10,13,2
41,8,2,6
42,12,13,7
43,3,13,2
44,13,15,6
45,11,11,3
46,15,5,1
47,5,4,4
48,3,10,5
49,7,5,2
50,7,2,5
51,9,7,1
52,13,12,4
53,2,14,5
54,6,11,4
55,4,5,7
56,6,8,5
57,11,8,2
58,14,1,7
59,9,10,6
60,13,13,2
61,15,14,3
62,10,5,4
63,3,15,2
64,10,1,4
65,2,1,5
66,1,4,1
67,4,3,4
68,12,14,4
69,16,15,4
70,16,14,5
71,8,3,7
72,2,7,5
73,3,6,5
74,12,7,3
75,12,2,4
76,14,3,3
77,14,3,2
78,15,1,7
79,10,1,6
80,13,13,6
81,9,13,7
82,12,13,5
83,8,1,6
84,2,7,3
85,1,4,7
86,11,9,4
