name,x,y,z
1,10,8,6
2,14,14,3
3,14,2,7
4,2,4,4
5,13,10,3
6,2,11,5
7,10,12,1
8,11,11,6
9,6,15,1
10,9,8,2
11,9,9,6
12,15,7,3
13,1,11,3
14,5,9,4
15,2,5,5
16,10,14,3
17,14,12,2
18,7,10,4
19,12,9,3
20,12,8,6
21,4,12,2
22,12,8,7
23,13,9,1
24,15,3,4
25,11,3,5
26,2,10,7
27,1,7,2
28,15,12,6
29,13,15,2
30,9,15,7
31,7,2,4
32,10,11,6
33,6,4,6
34,15,3,2
35,11,11,2
36,16,5,4
37,6,5,6
38,7,4,7
39,12,5,2
40,12,6,6
41,13,13,7
42,16,8,7
43,2,13,7
44,16,12,3
45,5,11,5
46,10,9,1
47,12,10,2
48,13,8,7
49,6,15,5
50,6,6,1
51,12,4,1
52,8,7,5
53,15,1,2
54,2,3,6
55,13,11,6
56,10,1,4
57,14,8,7
58,9,7,3
59,14,4,3
60,14,3,4
61,4,14,2
62,7,13,3
63,8,3,3
64,4,1,6
65,14,14,2
66,12,10,6
67,10,8,4
68,13,11,5
69,11,6,7
70,11,6,4
71,1,13,5
72,7,10,5
73,9,14,2
74,6,3,2
75,8,10,5
76,4,14,1
77,3,1,1
78,13,1,3
79,8,6,1
80,10,14,5
81,4,5,5
82,3,7,3
83,13,4,3
84,1,2,1
85,2,9,2
