name,x,y,z
1,5,7,7
2,13,3,5
3,3,7,5
4,8,7,4
5,5,9,5
6,9,3,3
7,16,9,5
8,5,10,5
9,14,5,2
10,15,15,1
11,1,14,2
12,15,9,5
13,5,1,1
14,7,10,2
15,5,11,7
16,3,8,6
17,13,7,3
18,11,5,2
19,7,9,1
20,3,6,7
21,2,8,2
22,1,5,3
23,15,15,4
24,2,7,6
25,9,5,6
26,8,1,2
27,16,6,5
28,6,8,6
29,1,13,7
30,1,3,2
31,4,7,2
32,16,15,3
33,10,2,3
34,12,2,7
35,2,8,5
36,7,15,3
37,8,2,1
38,16,9,2
39,3,6,4
40,13,11,4
41,8,3,7
42,8,10,5
43,12,6,6
44,6,13,4
45,13,8,5
46,11,4,4
47,5,5,6
48,13,8,2
49,6,1,6
50,7,12,2
51,9,9,2
52,16,13,6
53,12,12,6
54,9,7,4
55,5,7,2
56,16,5,3
57,16,9,6
58,5,6,5
59,7,7,5
60,15,10,2
61,14,12,2
62,13,5,1
63,4,12,2
64,15,3,6
65,8,11,4
66,3,2,3
67,9,10,3
68,7,6,6
69,6,10,1
70,9,13,6
71,14,8,3
72,14,2,7
73,9,12,4
74,8,2,2
75,16,14,6
76,6,5,3
77,4,11,4
78,16,14,4
79,5,9,2
80,6,9,6
81,4,1,7
82,9,14,6
83,9,4,4
84,8,8,4
85,16,7,5
