name,x,y,z
1,8,5,2
2,1,12,3
3,15,13,7
4,3,15,1
5,9,3,2
6,8,4,6
7,8,6,5
8,13,10,1
9,13,9,5
10,11,6,7
11,2,7,6
12,10,2,4
13,3,9,4
14,9,10,6
15,11,7,7
16,12,14,7
17,1,10,4
18,3,7,2
19,5,12,6
20,10,11,5
21,7,12,6
22,13,15,7
23,8,5,5
24,5,9,3
25,1,1,6
26,7,1,1
27,4,3,4
28,2,5,3
29,6,12,4
30,8,4,2
31,3,14,1
32,12,8,5
33,9,13,1
34,16,11,2
35,4,13,5
36,1,1,7
37,8,14,1
38,7,4,3
39,11,8,2
40,3,1,1
41,16,9,7
42,9,8,7
43,8,7,4
44,9,11,1
45,4,4,7
46,8,6,4
47,1,10,7
48,12,9,6
49,8,1,5
50,8,6,6
51,16,12,5
52,9,2,3
53,12,1,6
54,7,11,5
55,5,5,5
56,1,5,6
57,9,7,4
58,8,1,7
59,6,1,6
60,9,3,1
61,14,15,6
62,11,12,4
63,16,3,4
64,6,9,1
65,16,15,4
66,5,6,7
67,8,9,7
68,6,8,6
69,11,3,4
70,12,6,4
71,14,6,7
72,1,3,7
73,2,9,7
74,1,5,3
75,15,7,3
76,14,1,2
77,5,12,7
78,16,5,7
79,1,2,3
80,10,15,7
81,14,4,3
82,8,3,3
83,8,7,6
84,13,5,3
85,10,3,3
86,16,4,1
87,10,8,7
88,1,14,1
89,7,7,4
90,1,7,2
91,15,10,1
92,6,6,3
93,5,11,5
