name,x,y,z
1,14,6,5
2,16,9,7
3,5,11,6
4,7,11,3
5,15,3,2
6,2,6,3
7,11,10,6
8,8,4,6
9,5,2,6
10,5,11,4
11,12,3,4
12,6,6,1
13,1,2,6
14,14,3,1
15,16,10,4
16,14,1,6
17,16,3,3
18,3,6,7
19,13,8,7
20,6,3,5
21,11,1,6
22,9,8,7
23,6,11,4
24,12,15,5
25,10,1,1
26,14,5,6
27,11,7,6
28,3,4,3
29,14,2,4
30,8,1,3
31,12,2,2
32,12,13,7
33,3,7,7
34,2,9,7
35,4,1,1
36,5,2,3
37,7,6,1
38,6,6,4
39,11,5,6
40,1,4,6
41,2,6,4
42,15,7,1
43,14,11,2
44,14,5,4
45,14,3,7
46,12,3,5
47,11,7,7
48,3,8,6
49,7,10,7
50,2,8,6
51,2,11,6
52,14,4,6
53,7,15,5
54,9,11,1
55,15,11,3
56,8,15,1
57,8,12,4
58,6,1,3
59,8,10,7
60,8,13,5
61,15,5,2
62,1,2,1
63,1,8,1
64,14,11,6
65,11,12,5
66,6,13,3
67,1,9,6
68,9,3,2
69,13,1,5
70,10,15,3
71,13,1,6
72,14,13,4
73,2,11,1
74,7,15,7
75,2,2,4
76,10,14,3
77,4,2,5
78,2,7,7
79,10,8,7
80,6,11,5
81,7,9,6
82,5,1,1
83,4,14,6
84,16,2,1
85,13,10,3
86,3,6,4
87,10,5,3
88,1,13,7
89,8,7,7
90,4,12,5
91,3,13,6
92,10,5,2
93,15,5,4
94,2,11,3
95,8,1,6
96,11,7,5
97,11,8,6
98,3,7,4
99,16,10,3
