name,x,y,z
1,4,7,2
2,8,8,7
3,4,15,4
4,12,2,4
5,16,8,7
6,9,3,5
7,14,5,1
8,15,12,6
9,8,9,7
10,5,8,5
11,13,15,7
12,11,5,2
13,8,1,5
14,16,4,5
15,12,3,5
16,5,12,3
17,5,15,6
18,8,11,6
19,13,12,1
20,8,12,5
21,13,12,2
22,4,3,7
23,13,10,2
24,12,14,5
25,2,2,5
26,7,6,4
27,1,9,4
28,8,5,3
29,14,1,7
30,10,14,7
31,14,4,2
32,1,8,4
33,10,3,4
34,12,8,2
35,9,2,1
36,4,13,5
37,8,3,6
38,12,15,2
39,10,3,2
40,6,3,1
41,4,10,6
42,12,1,3
43,15,5,4
44,6,13,7
45,7,14,7
46,13,8,3
47,13,14,5
48,10,3,5
49,8,2,7
50,15,2,3
51,9,10,7
52,3,1,3
53,4,14,7
54,9,8,3
55,3,10,4
56,9,2,6
57,15,8,6
58,3,12,1
59,1,15,4
60,15,3,7
61,10,7,3
62,13,15,3
63,5,13,6
64,11,12,5
65,3,4,6
