name,x,y,z
1,9,7,1
2,6,9,2
3,1,5,3
4,13,4,1
5,11,10,4
6,13,14,5
7,5,13,6
8,12,2,7
9,12,12,6
10,11,5,6
11,4,13,3
12,11,14,3
13,16,4,6
14,6,1,2
15,1,3,7
16,15,3,4
17,1,12,5
18,13,3,4
19,2,1,3
20,8,13,1
21,6,10,6
22,13,12,1
23,1,8,3
24,6,9,7
25,5,13,5
26,5,14,3
27,6,12,4
28,5,7,3
29,11,3,2
30,16,7,4
31,3,1,2
32,13,6,1
33,1,1,7
34,7,2,4
35,7,11,5
36,16,11,3
37,16,14,4
38,15,7,2
39,4,9,7
40,11,9,2
41,14,5,5
42,13,13,3
43,2,7,2
44,4,4,5
45,8,9,5
46,11,7,3
47,11,8,3
48,5,4,5
49,5,7,7
50,9,2,7
51,8,3,1
52,13,11,5
53,5,4,2
