name,x,y,z
1,16,13,1
2,1,9,2
3,4,2,1
4,9,5,4
5,3,3,1
6,2,12,6
7,11,5,7
8,7,10,7
9,12,7,7
10,12,1,3
11,9,14,7
12,14,2,3
13,10,3,5
14,11,7,2
15,9,7,6
16,1,6,7
17,7,11,6
18,12,1,2
19,12,1,4
20,12,12,6
21,7,11,3
22,5,3,5
23,11,2,7
24,16,12,1
25,14,1,3
26,8,1,5
27,11,15,7
28,1,15,6
29,2,13,1
30,5,11,2
31,13,15,3
32,2,8,3
33,14,11,4
34,14,10,1
35,8,7,1
36,12,3,5
37,5,9,5
38,14,9,3
39,4,1,2
40,5,1,6
41,16,12,4
42,11,12,4
43,9,11,3
44,13,11,3
45,3,11,3
46,16,15,3
47,3,1,3
48,10,9,4
49,8,9,5
50,6,13,2
51,10,13,2
52,13,8,2
53,16,3,6
