name,x,y,z
1,11,4,7
2,5,8,7
3,2,2,6
4,6,9,3
5,13,3,3
6,15,3,1
7,6,8,5
8,16,7,2
9,2,6,6
10,11,6,2
11,1,12,4
12,6,10,6
13,15,5,4
14,14,8,6
15,2,3,5
16,13,5,2
17,4,15,5
18,13,3,1
19,7,15,3
20,11,11,6
21,14,2,6
22,13,10,7
23,5,1,3
24,7,5,6
25,16,14,1
26,15,9,1
27,15,1,5
28,15,8,3
29,15,15,2
30,15,3,3
31,3,12,1
32,8,9,2
33,10,11,7
34,11,13,7
35,14,4,7
36,11,13,4
37,9,2,4
38,9,4,2
39,8,12,6
40,2,13,4
41,3,9,4
42,14,11,5
43,10,6,2
44,3,10,1
45,1,15,1
46,4,12,3
47,7,3,2
48,12,9,3
49,12,7,5
50,14,3,1
51,12,2,3
52,1,3,3
53,10,15,3
54,3,9,7
55,13,4,3
56,8,12,4
57,4,14,1
58,15,3,4
59,1,4,5
60,4,8,6
61,6,2,7
