name,x,y,z
1,9,13,2
2,13,9,5
3,5,13,7
4,6,15,2
5,10,8,1
6,13,1,4
7,3,7,7
8,16,5,4
9,11,1,7
10,4,4,6
11,15,6,4
12,8,14,7
13,3,6,5
14,9,4,4
15,10,2,4
16,1,9,7
17,1,6,5
18,6,4,4
19,7,7,5
20,14,10,3
21,10,1,1
22,5,9,4
23,7,15,5
24,13,11,3
25,13,10,3
26,2,9,7
27,14,10,7
28,9,5,1
29,16,7,7
30,12,11,6
31,16,15,2
32,10,15,2
33,6,9,6
34,8,10,6
35,12,1,3
36,8,8,1
37,15,1,7
38,11,11,7
39,5,1,1
40,5,10,7
41,13,6,6
42,4,3,5
43,15,2,4
44,5,10,4
45,5,1,4
46,8,6,2
47,10,14,7
48,13,9,4
49,11,2,2
50,12,14,3
51,1,8,7
52,16,11,3
53,15,14,7
54,14,3,6
55,2,14,5
56,13,7,2
57,3,5,5
58,13,10,2
59,9,15,4
60,16,15,4
61,3,4,5
62,11,9,7
63,1,7,2
64,7,5,7
65,7,10,1
66,14,11,7
67,16,3,7
68,11,13,6
69,9,2,4
70,9,7,5
71,16,1,5
72,12,3,7
73,4,10,6
74,14,13,4
75,11,8,2
76,8,11,2
77,6,14,4
78,14,15,7
79,6,14,5
80,12,15,6
81,11,1,4
82,6,4,7
83,3,11,7
84,13,1,1
85,2,8,2
86,9,6,7
87,5,13,4
88,9,7,7
