name,x,y,z
1,3,14,3
2,15,11,2
3,6,15,6
4,4,7,1
5,16,13,7
6,6,1,7
7,8,2,1
8,12,11,3
9,5,14,1
10,5,11,1
11,8,12,7
12,7,8,6
13,3,6,5
14,10,10,1
15,5,4,6
16,2,8,2
17,8,11,7
18,2,9,3
19,10,2,7
20,1,1,7
21,7,14,5
22,9,1,3
23,10,4,1
24,7,9,4
25,6,11,6
26,12,14,2
27,16,6,5
28,9,8,2
29,16,8,4
30,3,1,4
31,15,11,4
32,7,1,5
33,14,7,3
34,14,12,6
35,3,7,1
36,4,8,4
37,1,1,5
38,9,2,1
39,7,12,3
40,7,7,7
41,5,10,6
42,11,14,5
43,7,2,5
44,11,10,4
45,6,2,5
46,12,3,3
47,14,6,7
48,12,14,1
49,11,4,2
50,8,12,5
51,7,10,3
52,12,8,6
53,9,6,2
54,11,1,6
55,15,8,7
56,4,13,6
57,8,8,7
58,15,12,4
59,11,15,3
60,16,2,2
61,6,8,3
62,2,12,3
63,16,15,7
64,13,1,1
65,5,6,3
66,3,14,2
67,8,8,3
68,1,5,5
69,10,7,7
70,6,13,1
71,13,7,2
72,6,15,3
