name,x,y,z
1,3,7,3
2,5,6,5
3,7,12,2
4,6,7,2
5,7,6,2
6,3,15,3
7,2,12,3
8,7,13,3
9,16,5,4
10,6,5,7
11,7,9,5
12,13,2,5
13,12,4,2
14,6,6,7
15,13,12,2
16,15,3,3
17,7,9,3
18,1,4,4
19,5,3,4
20,11,3,4
21,1,10,5
22,16,6,3
23,7,4,4
24,13,12,5
25,8,13,3
26,13,4,7
27,3,4,1
28,16,3,6
29,3,11,1
30,13,11,3
31,4,5,2
32,15,10,4
33,12,8,4
34,2,5,1
35,3,13,5
36,8,6,3
37,16,8,1
38,5,14,7
39,16,8,5
40,11,11,3
41,15,14,2
42,11,5,3
43,16,15,4
44,12,10,5
45,13,13,3
46,3,11,6
47,6,13,6
48,5,12,5
49,4,11,2
50,10,1,5
51,4,8,5
52,13,3,6
53,2,7,5
54,2,11,1
55,8,3,7
56,5,5,7
57,9,15,1
58,9,15,5
59,12,14,4
60,13,7,5
61,9,9,7
62,15,1,7
63,8,8,5
64,16,10,4
65,1,2,7
66,8,13,1
67,7,13,6
68,8,2,5
69,14,13,7
70,15,5,2
71,10,5,4
72,5,4,1
