name,x,y,z
1,11,1,6
2,16,1,5
3,9,3,6
4,15,3,4
5,16,3,6
6,10,8,6
7,1,13,1
8,7,2,5
9,6,7,3
10,5,15,2
11,15,7,5
12,13,8,5
13,6,10,3
14,14,11,2
15,9,6,2
16,9,9,1
17,11,12,7
18,13,15,3
19,3,14,6
20,6,8,4
21,12,3,2
22,12,13,4
23,1,1,7
24,11,12,4
25,15,10,6
26,12,11,2
27,4,15,7
28,11,5,4
29,16,12,7
30,3,7,6
31,8,3,2
32,13,14,1
33,2,11,2
34,14,10,5
35,16,1,2
36,16,1,1
37,5,4,6
38,5,2,1
39,16,4,3
40,7,14,1
41,2,6,7
42,13,6,7
43,14,4,5
44,7,2,6
45,10,5,5
46,2,3,1
47,1,3,1
48,2,4,4
49,3,11,4
50,8,10,1
51,15,14,4
52,14,9,5
53,5,6,6
54,12,15,2
55,9,3,5
56,6,11,4
57,12,11,1
58,7,8,3
59,7,15,1
60,8,8,4
61,12,4,7
62,4,13,7
63,13,9,2
64,8,2,7
65,9,9,3
66,8,12,4
67,15,2,5
68,5,6,5
69,9,1,3
70,8,8,2
71,12,1,7
72,2,5,2
73,14,15,5
