name,x,y,z
1,5,13,5
2,9,4,1
3,11,3,7
4,10,1,3
5,11,14,6
6,6,3,2
7,15,5,5
8,5,3,3
9,13,5,6
10,10,4,5
11,10,11,6
12,11,10,5
13,14,14,2
14,8,8,1
15,11,9,2
16,14,10,7
17,5,10,4
18,10,8,5
19,8,11,4
20,12,1,7
21,14,11,5
22,10,14,2
23,5,12,6
24,14,6,7
25,5,13,2
26,3,4,6
27,4,11,1
28,15,15,5
29,10,14,6
30,14,6,6
31,15,8,3
32,5,8,6
33,12,13,1
34,3,5,5
35,4,15,2
36,4,12,5
37,1,11,6
38,13,9,7
39,4,2,4
40,11,3,6
41,15,12,4
42,10,6,5
43,7,5,5
44,4,14,4
45,2,7,3
46,10,3,1
47,11,10,4
48,3,13,3
49,7,11,1
50,9,11,2
51,3,10,3
52,16,14,7
53,16,7,3
54,6,4,4
55,1,2,5
56,7,4,5
57,7,5,6
58,1,5,3
59,15,3,1
60,9,5,2
61,6,5,7
62,9,12,6
63,2,4,7
64,14,5,3
65,16,5,1
66,4,8,6
67,12,13,2
68,1,9,3
69,6,13,6
70,16,1,2
71,15,13,2
72,11,8,6
73,7,9,3
