name,x,y,z
1,16,11,3
2,7,8,7
3,4,9,7
4,10,15,4
5,10,5,7
6,13,14,5
7,1,2,3
8,11,10,3
9,14,9,4
10,16,8,7
11,13,15,5
12,1,11,6
13,16,13,3
14,8,10,7
15,13,11,3
16,10,13,4
17,16,11,5
18,4,7,6
19,9,1,3
20,3,11,1
21,11,8,3
22,12,7,5
23,12,10,3
24,2,6,6
25,11,1,1
26,4,12,5
27,7,15,4
28,15,4,5
29,13,6,3
30,1,15,3
31,8,13,7
32,5,4,6
33,3,4,1
34,8,3,2
35,11,7,4
36,4,1,4
37,8,12,3
38,7,11,1
39,15,8,5
40,3,8,4
41,15,14,6
42,15,3,2
43,10,7,3
44,3,9,2
45,12,2,1
46,2,12,4
47,15,4,1
48,11,1,5
49,6,1,4
50,14,9,1
51,5,1,3
52,9,8,1
53,15,6,7
54,16,8,4
55,13,3,5
56,12,10,1
57,15,9,6
58,4,6,1
59,16,8,5
60,9,4,3
61,3,6,7
62,8,9,5
63,1,8,3
64,16,8,2
65,11,6,6
66,7,13,5
67,6,11,4
68,16,12,5
69,5,1,4
70,5,1,5
71,5,15,5
72,14,15,3
73,9,7,3
