name,x,y,z
1,8,12,1
2,1,10,4
3,8,6,7
4,15,3,3
5,13,8,3
6,6,12,4
7,10,9,6
8,12,7,4
9,11,2,4
10,9,10,6
11,5,14,6
12,16,1,3
13,16,7,4
14,13,13,3
15,15,13,7
16,5,10,5
17,9,14,4
18,11,12,6
19,9,4,2
20,8,11,1
21,5,5,3
22,1,10,7
23,13,14,4
24,9,4,7
25,5,9,4
26,5,11,1
27,3,3,5
28,3,1,7
29,2,1,3
30,15,10,2
31,13,5,2
32,13,2,7
33,2,5,1
34,10,6,3
35,13,7,6
36,5,14,3
37,4,2,6
38,3,13,1
39,1,10,5
40,16,10,6
41,7,10,5
42,8,8,5
43,3,7,1
44,6,11,1
45,12,4,2
46,8,3,4
47,4,3,4
48,14,3,4
49,4,10,6
50,2,10,7
51,7,3,3
52,8,9,2
53,7,8,5
54,3,14,6
55,15,10,3
56,16,1,1
57,5,13,7
58,13,6,2
59,9,4,1
