name,x,y,z
1,12,8,6
2,8,7,6
3,15,14,6
4,11,10,6
5,16,2,4
6,1,5,5
7,8,7,1
8,5,13,7
9,5,3,1
10,14,15,1
11,4,14,5
12,10,10,2
13,11,14,6
14,14,8,7
15,8,14,6
16,3,7,7
17,1,12,6
18,15,6,1
19,13,9,6
20,15,5,1
21,14,1,7
22,6,8,7
23,16,3,2
24,3,14,5
25,16,9,7
26,1,12,1
27,14,6,4
28,9,9,3
29,10,7,1
30,12,1,2
31,13,13,4
32,9,8,7
33,15,15,4
34,4,11,6
35,5,8,6
36,12,1,4
37,9,3,7
38,1,4,7
39,11,1,2
40,16,14,6
41,10,1,4
42,9,9,1
43,7,5,6
44,8,2,7
45,4,10,3
46,11,12,5
47,11,15,3
48,13,7,7
49,4,5,1
50,14,14,6
51,2,3,1
52,2,13,4
53,10,13,1
54,13,11,7
55,13,4,5
56,3,13,3
57,14,7,7
58,1,8,3
59,1,4,2
