name,x,y,z
1,2,12,2
2,7,10,6
3,14,11,4
4,8,11,3
5,14,10,7
6,12,12,1
7,2,8,6
8,14,15,2
9,8,3,7
10,5,6,7
11,11,3,7
12,12,3,6
13,5,6,5
14,10,11,7
15,12,7,1
16,5,7,3
17,12,1,1
18,5,5,6
19,11,7,6
20,3,8,2
21,14,12,2
22,3,3,2
23,4,3,7
24,8,1,2
25,1,1,7
26,2,15,2
27,2,5,5
28,11,12,4
29,2,15,7
30,13,15,3
31,7,6,1
32,6,7,2
33,2,4,5
34,14,1,2
35,5,8,2
36,13,8,5
37,11,10,2
38,5,12,3
39,13,12,2
40,12,8,1
41,6,13,1
42,6,5,3
43,15,15,1
44,3,12,7
45,1,12,1
46,1,14,4
47,2,5,1
48,8,1,4
49,6,1,6
50,10,13,3
51,8,14,1
52,7,14,2
53,12,14,7
54,1,15,7
55,7,13,5
56,1,12,6
57,2,1,2
58,5,2,4
59,14,10,1
60,5,4,3
