name,x,y,z
1,13,11,7
2,5,1,2
3,7,4,5
4,1,14,1
5,11,9,2
6,3,15,6
7,2,7,4
8,14,2,2
9,14,8,6
10,2,14,3
11,11,13,1
12,1,10,5
13,8,8,4
14,13,15,7
15,14,3,6
16,5,10,1
17,6,7,7
18,14,7,4
19,13,15,3
20,13,9,4
21,10,14,5
22,3,14,1
23,13,14,1
24,15,1,4
25,3,7,7
26,4,11,6
27,7,14,6
28,4,11,5
29,5,2,6
30,12,14,2
31,16,6,7
32,9,9,2
33,8,13,3
34,3,9,2
35,8,1,1
36,16,8,1
37,14,5,3
38,11,12,5
39,3,8,7
40,4,10,5
41,9,9,3
42,3,11,2
43,11,14,5
44,2,2,1
45,5,5,3
46,9,2,4
47,9,13,2
48,9,1,5
49,15,9,3
50,9,3,6
51,13,8,1
52,9,6,2
53,14,12,6
54,14,11,4
55,10,2,7
56,10,13,3
57,2,15,5
58,9,5,6
59,2,14,7
60,3,3,6
