name,x,y,z
1,6,6,2
2,6,1,6
3,4,5,4
4,8,15,4
5,5,9,3
6,16,10,4
7,4,13,3
8,7,8,6
9,13,9,5
10,9,10,2
11,6,13,5
12,3,9,6
13,5,5,5
14,5,7,6
15,6,9,4
16,13,7,5
17,4,10,7
18,2,3,6
19,6,6,4
20,4,5,3
21,3,13,6
22,11,13,5
23,8,8,1
24,10,10,7
25,11,15,5
26,3,6,2
27,8,5,4
28,13,10,6
29,12,2,6
30,5,4,1
31,1,2,1
32,12,3,2
33,3,13,2
34,12,7,6
35,9,9,1
36,8,5,1
37,15,10,7
38,4,3,5
39,2,2,2
40,4,4,1
41,8,9,6
42,10,6,3
43,12,8,1
44,16,13,4
45,14,5,6
46,4,10,1
47,11,4,6
48,9,8,6
49,13,3,7
50,7,15,4
51,1,15,4
52,2,7,1
53,15,4,6
54,4,6,2
55,14,13,3
56,12,14,3
57,7,10,7
58,14,11,1
59,2,14,7
60,2,13,5
61,1,4,1
62,7,1,6
63,6,9,1
64,2,2,3
65,13,7,4
66,4,8,6
67,7,4,3
68,7,10,3
69,2,14,6
70,16,12,6
71,2,15,6
72,13,6,2
73,12,14,2
74,4,14,2
75,5,12,7
76,3,11,5
77,9,12,2
