name,x,y,z
1,1,5,6
2,11,7,6
3,5,14,3
4,9,7,4
5,4,12,2
6,3,7,5
7,6,2,7
8,12,11,5
9,9,11,5
10,9,9,3
11,14,12,6
12,4,8,3
13,11,10,4
14,4,12,1
15,4,12,3
16,12,3,4
17,13,9,6
18,3,14,6
19,15,3,4
20,9,13,1
21,10,4,6
22,1,15,3
23,12,6,2
24,9,9,7
25,10,11,4
26,7,8,4
27,14,13,2
28,2,3,4
29,13,5,6
30,4,10,1
31,8,11,1
32,2,9,3
33,8,14,1
34,15,2,7
35,1,1,4
36,5,8,7
37,6,3,6
38,13,3,2
39,9,13,4
40,8,5,7
41,11,1,7
42,3,5,2
43,13,9,4
44,3,8,1
45,11,15,4
46,10,3,4
47,8,14,2
48,16,8,4
49,15,14,6
50,1,8,6
51,3,15,7
52,6,4,2
53,12,10,2
54,8,6,3
55,1,10,3
56,10,4,2
57,2,10,1
58,6,14,6
59,14,6,2
60,13,7,4
61,13,7,1
62,1,4,6
63,2,9,1
64,3,6,1
65,6,13,2
66,10,2,3
67,2,7,2
68,8,7,5
69,10,8,2
70,14,11,4
71,1,14,7
72,3,11,2
73,1,11,3
74,11,2,4
75,2,3,7
76,11,6,4
77,6,4,6
