name,x,y,z
1,8,11,1
2,9,4,5
3,16,3,3
4,14,8,2
5,2,1,2
6,14,5,3
7,13,13,7
8,4,4,6
9,2,10,7
10,5,8,5
11,10,15,4
12,9,8,2
13,2,8,7
14,13,10,2
15,11,15,2
16,12,3,5
17,5,2,3
18,3,9,2
19,14,1,5
20,9,3,2
21,14,7,3
22,1,11,6
23,8,2,6
24,2,4,3
25,4,2,2
26,9,9,3
27,8,6,2
28,3,15,5
29,7,3,6
30,1,9,6
31,6,7,4
32,11,11,1
33,8,7,6
34,10,6,1
35,5,3,3
36,4,7,1
37,2,2,2
38,13,8,7
39,8,13,4
40,16,8,7
41,6,6,4
42,12,8,5
43,7,7,6
44,1,7,4
45,13,4,4
46,11,3,7
47,3,9,1
48,8,13,6
49,12,8,7
50,10,14,4
51,2,11,7
52,1,8,4
53,3,9,4
54,9,13,6
55,7,2,1
56,5,15,2
57,1,13,2
58,8,6,7
59,4,3,5
60,12,7,2
61,13,15,7
62,14,5,4
63,1,14,5
64,2,14,3
65,11,13,5
66,2,4,2
67,6,14,5
68,16,10,2
69,7,6,7
70,13,6,2
71,6,9,6
72,11,7,3
73,2,15,5
74,9,7,2
75,15,13,2
76,15,14,5
77,3,2,3
78,1,2,6
79,14,10,7
80,11,14,3
81,5,13,3
82,1,9,3
83,14,7,5
