name,x,y,z
1,10,1,7
2,6,1,3
3,15,3,2
4,13,9,1
5,3,6,4
6,2,9,1
7,12,8,2
8,7,12,5
9,11,12,3
10,6,9,5
11,11,15,7
12,13,4,3
13,12,13,2
14,3,1,6
15,11,1,5
16,4,8,2
17,16,13,7
18,11,5,2
19,3,13,1
20,7,6,5
21,8,10,5
22,16,11,3
23,4,8,6
24,2,1,4
25,3,6,6
26,4,9,4
27,1,6,3
28,9,15,1
29,11,4,7
30,15,13,5
31,6,6,6
32,10,5,6
33,15,11,2
34,8,7,7
35,2,12,2
36,14,2,2
37,13,15,1
38,14,10,1
39,16,2,5
40,3,10,6
41,1,9,2
42,2,8,5
43,13,6,4
44,6,3,3
45,3,5,4
46,5,1,6
47,15,6,6
48,8,13,7
49,2,13,4
50,8,1,4
51,4,11,2
52,9,9,2
53,12,10,4
54,14,9,3
55,5,13,4
56,9,9,6
57,10,5,3
58,4,7,1
59,3,1,3
60,13,7,4
61,1,3,2
62,15,4,3
63,15,10,5
64,5,13,2
65,1,8,4
66,15,9,7
67,6,14,3
68,5,3,3
69,12,9,5
70,6,13,4
71,12,1,1
72,2,14,4
73,2,14,3
74,4,1,5
75,3,11,2
76,14,5,2
77,16,11,2
78,1,3,5
79,8,5,6
80,4,6,6
81,11,6,7
82,6,9,3
83,4,2,2
84,13,7,5
