name,x,y,z
1,10,13,5
2,7,7,1
3,10,12,6
4,10,14,3
5,11,5,4
6,4,1,7
7,1,2,5
8,14,7,1
9,7,15,3
10,10,2,5
11,6,9,1
12,12,4,3
13,9,11,6
14,16,15,3
15,1,12,5
16,10,9,7
17,1,8,1
18,10,11,3
19,7,2,1
20,10,7,1
21,9,7,7
22,11,11,4
23,15,10,1
24,9,8,4
25,14,14,6
26,15,4,1
27,8,15,2
28,13,8,2
29,11,13,3
30,13,14,3
31,1,7,4
32,4,5,4
33,7,15,4
34,6,12,2
35,3,4,1
36,4,5,3
37,2,4,1
38,14,12,3
39,6,4,3
40,3,3,4
41,7,13,3
42,13,14,2
43,7,8,5
44,1,5,7
45,1,14,7
46,6,10,4
47,3,8,5
48,3,1,5
49,6,9,2
50,5,9,7
51,11,14,2
52,10,8,1
53,8,12,2
54,4,4,4
55,6,10,7
56,16,11,7
57,12,2,2
58,8,3,2
59,10,15,7
60,2,10,5
61,15,12,2
62,4,9,6
63,11,8,7
64,7,15,5
65,15,9,3
66,11,9,5
67,10,3,4
68,16,5,1
69,15,12,3
70,4,10,1
71,4,3,2
72,6,11,6
73,12,13,3
74,6,10,1
75,16,13,7
76,12,10,7
77,3,14,2
78,15,13,1
79,7,4,4
80,6,10,5
81,4,2,3
