name,x,y,z
1,10,14,5
2,9,15,7
3,5,13,6
4,9,15,4
5,16,11,7
6,10,7,5
7,10,4,6
8,3,5,2
9,11,12,5
10,12,8,6
11,8,12,6
12,10,11,5
13,15,15,4
14,1,8,2
15,3,5,5
16,15,12,3
17,16,4,7
18,3,10,6
19,16,5,6
20,14,11,5
21,15,7,1
22,15,3,4
23,11,11,3
24,2,14,6
25,14,15,3
26,14,6,2
27,3,4,1
28,5,11,7
29,8,10,4
30,1,7,6
31,9,9,7
32,13,4,2
33,12,2,4
34,3,2,1
35,11,11,1
36,1,6,2
37,13,11,5
38,10,10,6
39,4,1,7
40,10,6,7
41,9,10,1
42,5,1,3
43,9,8,3
44,1,15,4
45,11,3,6
46,9,8,5
47,13,1,5
48,2,6,7
49,1,1,2
50,1,2,4
51,16,7,2
52,15,12,1
53,9,9,4
54,12,2,1
