name,x,y,z
1,13,4,4
2,13,8,6
3,13,12,5
4,3,1,6
5,4,5,6
6,11,3,2
7,12,12,3
8,12,8,5
9,11,13,6
10,3,5,2
11,14,5,3
12,14,11,7
13,15,4,2
14,2,9,7
15,4,9,4
16,14,2,6
17,11,9,3
18,11,1,6
19,8,14,7
20,12,11,6
21,12,11,4
22,15,10,4
23,16,8,5
24,8,6,2
25,13,14,4
26,2,9,2
27,14,13,5
28,11,11,7
29,13,11,5
30,13,8,1
31,3,5,4
32,1,4,6
33,12,6,6
34,16,10,2
35,9,11,3
36,11,5,2
37,15,9,7
38,1,11,4
39,2,5,6
40,16,6,6
41,10,2,6
42,9,10,4
43,4,15,3
44,4,9,7
45,16,10,4
46,4,14,2
47,15,13,4
48,16,9,6
49,14,5,5
50,11,10,6
51,8,15,4
52,5,12,3
53,11,11,1
54,16,4,1
55,4,8,2
56,14,1,2
57,13,8,5
58,13,3,1
59,7,9,6
60,13,6,2
61,7,11,1
62,7,15,2
63,14,13,3
64,10,11,6
65,15,4,3
66,1,13,2
67,5,7,2
68,16,7,1
69,13,12,7
70,12,2,2
