name,x,y,z
1,14,5,7
2,6,3,3
3,8,11,7
4,15,5,1
5,13,1,1
6,12,1,3
7,16,1,4
8,16,13,4
9,15,12,5
10,12,3,7
11,11,5,7
12,16,6,5
13,8,5,6
14,3,11,4
15,5,13,1
16,1,6,4
17,16,15,4
18,6,7,5
19,14,8,5
20,2,6,1
21,7,14,4
22,1,12,7
23,7,5,5
24,9,14,2
25,12,10,4
26,1,11,7
27,8,10,6
28,12,5,5
29,1,6,6
30,5,12,7
31,2,5,6
32,11,14,7
33,1,2,7
34,3,9,5
35,7,12,6
36,10,1,4
37,16,10,5
38,4,11,4
39,16,3,3
40,6,6,3
41,14,14,5
42,11,11,1
43,14,15,7
44,10,8,6
45,8,6,6
46,8,2,6
47,3,15,2
48,16,1,3
49,14,12,2
50,15,8,7
51,8,1,3
52,9,12,7
53,3,9,6
54,16,14,2
55,5,14,4
56,4,10,1
57,16,12,3
58,15,12,7
59,5,14,2
60,5,3,1
61,2,4,4
62,16,15,3
63,1,2,5
64,7,13,1
65,4,8,4
66,10,2,7
67,16,15,6
68,10,8,7
69,5,15,7
70,15,8,4
71,1,7,7
72,1,8,4
73,13,7,5
74,4,1,2
75,1,4,5
76,14,5,3
77,16,11,1
