name,x,y,z
1,4,1,7
2,11,12,2
3,11,7,1
4,14,9,4
5,7,11,3
6,6,10,3
7,12,14,4
8,8,4,4
9,2,2,2
10,9,4,2
11,1,11,1
12,9,12,3
13,13,5,7
14,16,12,5
15,8,8,6
16,7,14,6
17,10,5,1
18,14,4,6
19,1,1,6
20,15,1,5
21,12,4,1
22,5,14,4
23,2,7,5
24,11,3,2
25,6,14,6
26,14,12,4
27,15,7,2
28,11,2,3
29,14,13,6
30,4,5,4
31,2,12,4
32,7,3,1
33,7,7,2
34,16,2,7
35,14,3,5
36,14,14,6
37,13,12,6
38,3,6,4
39,2,1,5
40,4,2,1
41,3,8,7
42,11,8,4
43,3,7,3
44,14,15,6
45,5,8,4
46,3,10,6
47,5,7,2
48,15,9,1
49,7,10,1
50,7,15,2
51,3,15,1
52,2,13,7
53,2,11,2
54,3,12,7
55,13,7,5
56,14,7,6
57,2,4,7
58,2,4,2
59,14,6,7
60,9,7,6
61,11,2,4
62,5,4,1
63,14,13,5
64,12,12,3
65,14,1,6
66,12,9,3
67,15,1,4
68,15,6,7
69,8,10,7
70,1,13,1
71,7,9,7
72,1,14,6
73,7,14,1
74,11,11,3
75,15,14,1
76,9,8,4
77,7,15,4
78,10,9,5
79,5,14,6
80,4,3,6
81,4,14,4
82,12,10,3
83,13,2,4
84,12,7,6
85,5,12,2
86,11,2,1
87,11,13,2
88,16,6,3
89,11,8,1
90,1,11,6
91,13,5,2
92,16,6,6
93,8,11,6
94,16,9,1
95,6,11,4
