name,x,y,z
1,1,14,4
2,4,15,3
3,16,9,3
4,7,9,3
5,13,10,5
6,6,8,3
7,2,4,7
8,4,4,1
9,15,12,5
10,3,7,6
11,3,15,3
12,3,2,7
13,1,9,3
14,12,2,1
15,2,6,3
16,9,4,4
17,11,14,1
18,1,9,7
19,14,6,2
20,9,8,4
21,15,7,2
22,13,9,2
23,11,1,3
24,13,2,6
25,12,14,5
26,9,3,2
27,14,14,7
28,7,2,1
29,16,14,3
30,5,11,5
31,15,7,1
32,12,3,6
33,16,5,4
34,13,13,5
35,6,14,4
36,6,13,1
37,3,10,2
38,6,14,5
39,7,2,2
40,8,6,4
41,6,5,5
42,2,12,5
43,7,5,2
44,11,2,7
45,2,1,2
46,6,10,5
47,2,5,5
48,10,14,3
49,15,10,1
50,3,13,1
51,10,7,5
52,11,14,5
53,11,9,4
54,8,12,2
55,7,15,3
56,12,14,2
57,11,14,2
58,14,1,5
59,11,12,1
60,10,15,7
61,7,15,6
62,15,15,7
63,6,9,5
64,4,9,6
65,16,6,6
66,12,8,6
67,7,15,4
68,5,3,7
69,11,14,3
70,9,8,5
71,6,7,4
72,5,12,4
73,14,1,6
74,6,4,5
75,10,7,1
76,10,10,2
