name,x,y,z
1,10,12,6
2,2,4,3
3,14,15,3
4,10,13,2
5,13,15,7
6,8,10,1
7,9,6,3
8,9,1,7
9,13,7,6
10,15,8,1
11,9,12,7
12,2,9,1
13,7,8,1
14,13,10,4
15,9,14,5
16,3,8,3
17,9,8,3
18,14,8,3
19,11,13,4
20,13,12,7
21,7,10,1
22,12,11,1
23,5,8,6
24,10,1,1
25,15,11,7
26,3,2,2
27,13,12,4
28,14,14,5
29,1,8,6
30,9,4,5
31,16,2,4
32,16,7,6
33,14,4,7
34,4,12,3
35,11,8,3
36,1,9,3
37,2,15,3
38,14,5,2
39,14,9,3
40,9,5,5
41,13,5,3
42,3,12,1
43,5,6,4
44,15,10,4
45,6,7,5
46,9,11,2
47,5,4,4
48,13,1,4
49,16,4,4
50,15,5,7
51,10,10,3
52,4,13,7
53,16,9,5
54,6,5,5
55,10,14,5
56,3,13,4
57,15,5,2
58,8,9,7
59,13,6,6
60,14,11,2
61,7,1,4
62,16,13,6
63,6,7,2
64,6,3,2
65,7,1,5
66,15,12,4
67,5,15,2
68,1,10,6
69,2,2,1
70,7,13,5
71,15,9,1
72,14,15,4
73,13,7,2
74,11,14,5
75,15,12,5
76,1,11,7
