name,x,y,z
1,10,15,3
2,15,15,7
3,15,11,3
4,10,8,7
5,16,7,6
6,8,9,2
7,12,5,4
8,11,10,1
9,9,6,4
10,2,14,1
11,15,5,5
12,6,3,2
13,16,9,1
14,3,8,3
15,7,12,1
16,4,4,6
17,13,7,4
18,14,10,6
19,11,1,4
20,10,5,1
21,2,3,6
22,13,7,6
23,9,12,4
24,14,4,4
25,1,13,1
26,16,1,2
27,16,11,1
28,1,9,3
29,3,2,2
30,8,10,6
31,2,12,5
32,2,15,2
33,7,5,3
34,3,3,4
35,6,8,1
36,16,3,6
37,13,4,7
38,15,5,1
39,6,11,7
40,12,12,4
41,12,7,2
42,4,9,2
43,8,4,4
44,15,4,2
45,14,4,6
46,9,2,3
47,3,6,6
48,14,15,5
49,10,5,2
50,4,14,5
51,5,13,1
52,11,5,6
53,7,10,4
54,3,8,6
55,14,15,1
56,12,10,4
57,12,8,1
58,9,13,1
59,6,2,7
60,15,8,7
61,14,9,4
62,16,9,2
63,5,2,5
64,1,14,7
65,5,11,2
66,1,2,4
67,15,8,4
68,15,11,2
69,12,9,4
70,2,10,4
71,4,1,3
72,9,8,2
73,7,15,4
74,15,5,3
75,2,14,5
76,16,4,4
