name,x,y,z
1,15,5,3
2,1,10,6
3,4,9,7
4,8,11,4
5,2,12,7
6,16,13,6
7,16,5,2
8,2,13,5
9,7,3,4
10,4,6,7
11,6,4,3
12,11,11,1
13,9,8,6
14,1,3,4
15,1,13,4
16,16,6,6
17,13,2,1
18,2,1,1
19,13,11,1
20,16,8,5
21,4,1,1
22,9,12,1
23,10,3,7
24,7,9,5
25,14,9,3
26,6,11,2
27,12,3,3
28,15,7,7
29,13,13,1
30,15,14,3
31,13,12,2
32,11,12,2
33,10,13,4
34,6,12,1
35,4,14,2
36,2,8,2
37,5,11,1
38,13,15,1
39,8,5,4
40,1,6,2
41,7,1,2
42,6,2,2
43,9,2,3
44,13,14,7
45,7,11,6
46,8,4,6
47,10,10,5
48,12,8,2
49,6,13,7
50,14,5,6
51,11,8,6
52,12,5,2
53,1,15,2
54,13,6,2
55,5,3,7
56,7,4,2
57,9,8,1
58,2,4,5
59,13,13,2
60,14,12,3
61,12,4,7
62,10,14,3
63,4,13,4
64,13,13,7
