name,x,y,z
1,10,6,3
2,12,6,3
3,7,9,1
4,2,9,2
5,15,8,5
6,14,5,3
7,9,13,6
8,5,11,4
9,15,14,3
10,4,13,2
11,6,8,1
12,12,11,3
13,12,12,3
14,3,10,1
15,3,13,2
16,9,3,1
17,6,6,4
18,12,6,4
19,13,13,3
20,11,11,4
21,1,6,4
22,1,10,4
23,10,14,6
24,11,3,5
25,5,11,6
26,9,6,2
27,10,4,3
28,13,15,5
29,8,4,4
30,2,2,7
31,12,10,6
32,16,11,7
33,12,13,5
34,3,4,1
35,9,15,5
36,12,2,3
37,13,6,6
38,7,8,5
39,10,8,6
40,16,10,6
41,16,9,5
42,12,9,4
43,15,8,3
44,14,13,2
45,7,11,2
46,14,9,4
47,1,4,1
48,12,8,3
49,9,12,3
50,14,11,2
51,10,6,6
52,14,5,1
53,2,10,6
54,5,15,4
55,14,6,6
56,6,9,1
57,15,3,4
58,3,1,3
59,13,1,2
60,14,8,3
61,14,15,1
62,6,15,1
63,8,8,3
64,3,14,3
65,3,10,4
66,4,12,3
67,5,3,1
68,3,8,1
69,11,5,1
70,12,14,6
71,6,1,6
72,2,9,7
73,10,5,3
74,4,13,7
75,8,14,4
76,9,3,2
77,9,15,4
78,12,5,3
79,16,8,3
80,14,15,3
81,3,4,2
82,8,6,4
83,11,3,2
84,3,9,5
85,8,6,6
86,8,9,1
87,4,15,5
88,1,11,1
89,14,1,4
90,10,15,4
91,15,7,3
92,11,1,6
93,15,13,1
94,9,6,5
95,16,8,4
