name,x,y,z
1,1,4,7
2,10,12,4
3,10,7,2
4,6,3,5
5,12,4,2
6,12,6,6
7,1,13,7
8,6,10,2
9,7,7,2
10,8,9,2
11,6,2,4
12,1,14,7
13,2,8,6
14,7,2,7
15,8,2,7
16,11,4,3
17,16,11,7
18,2,10,5
19,13,15,4
20,7,4,7
21,12,14,5
22,14,13,7
23,10,2,7
24,9,10,5
25,4,14,1
26,9,1,2
27,13,10,5
28,7,15,7
29,13,2,6
30,11,12,3
31,16,8,4
32,8,8,7
33,2,6,2
34,9,14,5
35,4,15,4
36,5,10,6
37,10,4,4
38,16,11,4
39,1,11,2
40,2,12,7
41,9,15,6
42,4,11,4
43,2,4,7
44,9,8,2
45,2,15,3
46,12,5,5
47,3,3,5
48,3,12,3
49,11,5,6
50,1,15,3
51,4,1,1
52,6,10,6
53,8,7,3
54,4,1,6
55,4,6,5
56,5,1,6
57,9,5,6
58,4,8,2
59,7,3,1
60,9,11,6
61,5,6,7
62,8,13,1
63,8,11,4
64,1,9,3
65,14,10,6
66,15,1,1
67,16,12,3
68,2,12,5
69,6,5,2
70,6,4,2
71,13,15,3
72,5,14,7
73,13,3,3
74,4,1,2
75,16,7,2
76,14,8,7
77,12,11,3
78,11,2,3
79,6,3,1
80,15,10,3
81,13,1,2
82,11,11,3
83,2,7,7
84,11,13,7
85,3,4,3
86,2,3,7
87,5,2,6
88,4,12,1
89,16,8,6
90,6,3,4
91,1,2,2
92,2,7,6
93,16,2,4
94,3,12,2
95,5,14,6
96,13,7,7
