name,x,y,z
1,14,4,7
2,11,4,4
3,6,15,4
4,15,11,6
5,9,1,2
6,11,15,5
7,14,9,2
8,6,7,3
9,11,2,3
10,9,2,2
11,11,5,3
12,5,10,1
13,13,12,2
14,12,14,4
15,2,13,1
16,16,13,7
17,14,11,1
18,9,4,3
19,4,2,3
20,15,11,5
21,7,7,1
22,8,15,3
23,14,10,7
24,7,10,2
25,11,15,7
26,2,14,7
27,2,6,6
28,10,11,5
29,9,14,7
30,10,1,4
31,3,3,5
32,4,15,3
33,15,4,4
34,7,15,7
35,8,15,5
36,14,15,2
37,9,4,1
38,6,9,6
39,11,5,2
40,14,4,4
41,8,5,4
42,11,11,5
43,5,13,5
44,1,3,7
45,6,14,2
46,12,7,5
47,4,13,1
48,14,4,3
49,8,4,4
50,6,9,5
51,11,11,7
52,13,11,6
53,3,11,7
54,8,15,6
55,7,6,7
56,13,6,3
57,4,7,7
58,7,3,3
59,7,9,4
60,7,1,2
61,4,2,6
62,3,1,4
63,14,15,3
64,12,15,7
65,2,1,7
66,3,15,2
67,9,6,6
68,12,3,6
69,15,10,7
70,4,4,5
71,16,3,5
72,14,11,4
73,2,11,1
74,14,1,4
75,14,4,1
76,3,6,1
77,6,14,3
78,8,10,2
79,6,3,4
80,13,4,5
81,9,12,5
82,12,14,2
83,12,5,7
84,6,13,2
85,6,5,6
86,6,15,6
87,1,8,3
88,3,10,1
89,7,7,5
90,3,4,5
91,14,15,1
92,8,3,5
93,14,7,6
94,15,8,5
95,4,9,5
96,5,14,3
97,7,10,7
