name,x,y,z
1,9,12,7
2,5,6,2
3,14,4,5
4,1,8,6
5,8,3,3
6,8,13,4
7,10,15,6
8,11,12,1
9,4,5,4
10,11,7,1
11,6,15,3
12,5,1,4
13,7,4,1
14,15,13,7
15,6,11,1
16,8,7,7
17,16,14,5
18,14,10,4
19,1,8,3
20,6,14,2
21,7,7,2
22,14,7,6
23,9,8,4
24,12,15,2
25,8,6,1
26,7,7,1
27,7,1,5
28,16,3,3
29,14,1,3
30,3,8,7
31,4,6,6
32,1,13,4
33,6,11,3
34,11,5,1
35,5,5,5
36,9,1,1
37,12,2,4
38,14,8,2
39,15,11,4
40,7,5,1
41,11,8,3
42,10,3,1
43,10,8,3
44,11,6,5
45,10,8,5
46,10,1,6
47,9,10,7
48,4,2,6
49,11,8,5
50,9,6,4
51,13,6,3
52,14,12,3
53,4,5,5
54,1,11,3
55,11,9,5
56,13,15,3
57,3,13,2
58,14,13,5
59,16,4,3
60,12,8,4
61,1,3,1
62,9,8,2
63,5,1,7
64,7,3,3
65,2,9,4
66,2,14,7
67,11,12,2
68,10,11,5
69,1,2,6
70,5,9,4
71,10,2,2
72,13,1,5
73,4,7,7
74,5,4,6
75,14,5,7
76,15,8,5
77,2,2,4
78,12,13,7
79,9,11,3
80,15,3,2
81,11,14,2
82,14,11,3
83,11,9,4
84,13,11,6
85,1,6,7
86,16,7,5
