name,x,y,z
1,6,10,5
2,9,15,4
3,4,11,3
4,2,6,5
5,6,12,6
6,5,14,5
7,14,6,5
8,4,9,6
9,4,6,7
10,11,12,6
11,11,7,7
12,1,4,2
13,5,12,1
14,16,1,2
15,11,6,3
16,14,15,4
17,7,8,5
18,7,14,2
19,8,15,2
20,12,15,2
21,5,14,6
22,4,6,2
23,1,8,4
24,15,3,3
25,4,15,7
26,13,3,4
27,7,4,4
28,16,13,5
29,11,15,3
30,9,4,2
31,12,4,3
32,2,1,5
33,2,12,3
34,7,14,6
35,2,1,2
36,11,2,3
37,6,8,4
38,10,2,5
39,5,1,4
40,16,7,4
41,5,14,3
42,6,12,5
43,12,5,6
44,3,7,6
45,8,12,6
46,11,1,7
47,4,11,7
48,5,10,3
49,13,1,2
50,15,7,7
51,11,13,2
52,13,3,6
53,15,12,4
54,2,8,1
55,4,1,7
56,7,11,1
57,5,8,4
58,16,12,4
59,6,4,7
60,7,6,4
61,13,6,4
62,10,9,2
63,1,13,5
64,4,5,7
65,2,15,4
66,1,8,6
67,11,14,4
68,9,1,7
69,15,2,5
70,9,9,6
71,14,12,1
