name,x,y,z
1,10,5,7
2,10,8,2
3,15,10,6
4,15,11,1
5,7,12,1
6,10,4,6
7,8,8,1
8,4,11,4
9,2,12,6
10,2,8,3
11,9,8,5
12,11,12,2
13,12,7,7
14,4,15,6
15,1,12,3
16,11,12,4
17,11,1,7
18,12,11,3
19,13,11,4
20,8,10,1
21,2,13,2
22,7,11,4
23,9,15,3
24,10,2,7
25,3,15,7
26,14,8,2
27,12,7,4
28,2,14,2
29,10,13,3
30,5,5,3
31,13,13,4
32,3,14,1
33,2,10,7
34,11,14,5
35,6,10,4
36,1,11,6
37,5,13,1
38,12,3,5
39,5,8,5
40,15,2,5
41,11,15,1
42,12,15,7
43,6,13,1
44,5,15,2
45,1,3,7
46,1,1,7
47,14,9,6
48,4,8,1
49,6,14,4
50,16,6,3
51,15,3,2
52,14,4,1
53,9,5,5
54,10,13,7
55,10,9,6
56,15,1,6
57,13,12,7
58,2,1,1
59,11,11,3
60,6,3,1
61,1,6,4
62,5,8,7
63,11,7,3
64,1,2,4
65,7,1,5
66,2,15,5
67,9,2,2
68,13,3,4
69,3,3,1
70,3,13,6
71,12,12,5
72,16,2,6
73,5,2,6
74,1,14,1
75,2,8,1
76,4,7,7
77,1,13,4
78,15,1,2
79,12,6,2
