name,x,y,z
1,9,9,6
2,12,14,3
3,3,1,4
4,8,1,5
5,1,6,6
6,11,8,4
7,6,9,5
8,1,12,2
9,9,6,2
10,8,7,6
11,12,10,3
12,14,14,2
13,1,12,3
14,15,4,1
15,6,12,4
16,5,7,3
17,6,6,2
18,11,4,4
19,8,14,6
20,14,15,4
21,1,6,1
22,1,11,2
23,12,15,3
24,8,7,5
25,5,9,2
26,2,12,6
27,9,3,1
28,10,8,2
29,6,4,4
30,8,4,7
31,5,3,4
32,1,14,2
33,9,15,1
34,2,11,1
35,2,13,2
36,7,5,6
37,14,13,5
38,11,5,2
39,8,14,4
40,5,8,4
41,12,7,2
42,13,14,2
43,8,10,4
44,4,8,7
45,8,1,3
46,11,13,3
47,8,1,1
48,9,3,2
49,11,11,4
50,6,11,5
51,5,10,2
52,13,13,3
53,16,3,5
54,2,2,7
55,6,9,7
56,8,1,4
57,15,9,5
58,1,3,3
59,4,3,6
60,10,3,2
61,6,10,2
62,14,6,2
63,5,14,4
64,2,7,3
65,13,4,1
66,5,2,7
67,7,12,5
68,7,14,7
