name,x,y,z
1,4,7,2
2,8,11,6
3,13,12,1
4,10,12,4
5,12,10,6
6,12,4,6
7,13,5,3
8,1,3,5
9,2,12,2
10,11,11,3
11,6,5,2
12,3,1,7
13,15,7,5
14,12,4,1
15,4,10,4
16,10,12,2
17,13,2,4
18,15,3,6
19,2,6,1
20,2,3,3
21,12,4,7
22,7,3,5
23,8,6,1
24,1,9,4
25,15,10,3
26,11,10,4
27,15,9,1
28,16,2,4
29,14,3,3
30,9,5,2
31,13,10,3
32,11,9,6
33,7,11,3
34,2,13,2
35,9,3,4
36,16,15,1
37,2,10,6
38,5,5,1
39,6,8,1
40,13,7,3
41,13,2,6
42,5,11,3
43,11,15,2
44,10,3,5
45,14,10,6
46,7,13,6
47,15,13,4
48,3,8,7
49,9,1,6
50,11,12,6
51,6,11,1
52,11,15,6
53,4,13,7
54,8,7,6
55,7,11,6
56,8,12,1
57,9,10,2
58,5,9,5
59,7,12,4
60,8,4,1
61,13,1,7
62,8,1,2
63,10,2,5
64,16,7,4
65,7,2,4
66,11,1,4
67,2,15,4
68,15,2,4
69,5,4,2
70,3,2,5
