name,x,y,z
1,14,8,1
2,11,2,7
3,1,4,6
4,13,3,7
5,13,3,6
6,9,3,2
7,4,3,5
8,12,9,6
9,4,12,7
10,5,5,4
11,16,5,2
12,1,7,7
13,10,3,6
14,1,12,1
15,1,13,6
16,11,8,3
17,5,13,6
18,4,12,5
19,8,6,4
20,6,15,3
21,6,7,3
22,1,13,7
23,13,7,3
24,1,12,6
25,14,12,3
26,12,1,7
27,5,13,2
28,3,15,6
29,16,3,7
30,13,5,3
31,10,10,6
32,8,10,6
33,11,3,6
34,5,4,6
35,13,4,6
36,10,7,3
37,9,10,7
38,1,2,1
39,14,11,5
40,14,11,3
41,3,6,2
42,7,12,2
43,2,7,2
44,5,7,5
45,11,12,1
46,7,15,1
47,16,13,4
48,9,3,4
49,11,9,6
50,1,10,6
51,11,11,6
52,4,3,1
53,16,13,7
54,7,9,3
55,2,3,6
56,16,9,2
57,4,12,1
58,5,13,3
59,12,8,7
60,11,12,3
61,1,6,6
62,14,7,7
63,8,3,6
64,12,7,1
65,13,11,5
66,9,6,3
67,8,5,2
68,2,10,7
69,7,13,3
70,6,9,3
