name,x,y,z
1,2,5,7
2,14,13,1
3,8,15,7
4,13,13,1
5,7,5,6
6,6,13,3
7,4,7,6
8,4,8,2
9,10,11,5
10,4,14,7
11,8,13,2
12,16,8,6
13,5,10,1
14,9,9,6
15,5,9,6
16,4,13,3
17,16,13,6
18,11,9,3
19,2,10,4
20,9,11,7
21,8,14,7
22,11,15,6
23,10,10,4
24,8,4,7
25,2,13,3
26,11,14,2
27,6,15,4
28,7,6,7
29,7,10,3
30,4,5,1
31,4,14,5
32,1,5,1
33,3,7,2
34,4,7,7
35,4,6,1
36,9,4,4
37,6,7,5
38,11,12,3
39,1,6,3
40,15,5,4
41,6,15,3
42,7,6,5
43,6,8,1
44,11,4,6
45,9,1,1
46,2,15,3
47,2,8,3
48,4,10,5
49,10,15,1
50,4,12,6
51,1,6,6
52,7,4,2
53,15,5,6
54,9,3,6
55,9,6,7
56,1,1,5
57,3,14,3
58,16,12,3
59,5,2,1
60,14,15,6
61,8,8,7
62,15,14,2
63,10,3,2
64,8,14,6
65,15,6,7
66,3,2,6
67,7,12,5
68,6,15,5
69,16,14,1
70,13,9,6
71,2,1,6
72,5,12,7
73,12,3,2
74,10,6,4
75,12,7,1
76,14,3,7
77,12,15,6
78,1,10,5
79,7,7,6
80,14,11,3
81,2,8,2
82,16,1,7
