name,x,y,z
1,4,15,7
2,9,4,3
3,5,7,5
4,6,12,6
5,8,13,7
6,15,13,4
7,10,15,5
8,12,12,2
9,5,12,1
10,5,10,2
11,9,7,1
12,16,2,3
13,14,1,4
14,12,6,6
15,7,2,5
16,5,14,5
17,2,1,5
18,13,12,3
19,12,3,2
20,2,6,5
21,5,11,6
22,15,15,1
23,7,12,4
24,3,5,5
25,13,15,5
26,16,13,6
27,12,4,7
28,10,14,4
29,8,3,6
30,9,4,4
31,15,1,4
32,11,5,6
33,8,4,2
34,14,7,6
35,2,11,7
36,12,6,3
37,1,9,7
38,16,14,4
39,12,3,6
40,12,1,3
41,16,13,4
42,14,1,3
43,7,1,3
44,14,3,6
45,12,7,4
46,3,10,7
47,16,10,6
48,2,11,6
49,6,7,2
50,14,4,2
51,9,10,2
52,16,3,1
53,16,12,2
54,5,8,6
55,12,12,3
56,10,12,1
57,11,2,5
58,14,15,5
59,8,12,5
60,14,2,3
61,6,8,5
62,8,3,7
63,4,2,4
64,7,2,1
65,1,6,6
66,10,11,3
67,6,1,7
68,9,11,4
69,7,8,4
70,11,3,4
71,10,1,7
72,15,15,4
73,15,8,5
74,15,10,2
75,1,13,5
76,4,8,7
77,3,4,6
78,10,12,6
79,2,13,6
80,1,13,1
81,1,2,4
82,8,13,4
