name,x,y,z
1,3,12,6
2,12,2,4
3,14,6,2
4,5,12,1
5,1,12,2
6,2,7,3
7,4,10,1
8,4,5,6
9,9,8,7
10,13,8,5
11,12,12,2
12,13,6,7
13,10,9,6
14,12,8,7
15,1,15,6
16,14,15,5
17,12,6,3
18,11,10,2
19,4,1,7
20,5,12,2
21,16,4,6
22,9,7,6
23,16,6,3
24,3,10,5
25,3,9,3
26,12,10,4
27,12,4,5
28,8,15,3
29,14,13,4
30,13,2,7
31,5,8,5
32,5,13,2
33,15,12,6
34,16,10,3
35,2,3,7
36,2,3,6
37,8,12,7
38,10,15,3
39,13,8,3
40,16,10,6
41,14,8,7
42,9,14,3
43,3,6,7
44,3,15,6
45,1,11,2
46,7,3,4
47,11,15,6
48,8,9,3
49,16,8,4
50,4,10,6
51,8,12,2
52,6,3,1
53,15,4,4
54,9,8,5
55,10,7,2
56,16,8,7
57,11,13,5
58,5,2,2
59,15,14,1
60,11,8,2
61,3,14,6
62,5,15,1
63,12,9,5
64,13,10,5
65,11,9,3
66,13,14,4
67,4,4,6
