name,x,y,z
1,9,3,7
2,8,6,6
3,12,8,7
4,2,3,2
5,1,1,7
6,2,12,1
7,6,6,6
8,8,12,3
9,14,2,1
10,16,13,6
11,3,1,2
12,2,13,7
13,8,5,1
14,7,14,5
15,3,6,2
16,7,7,3
17,4,14,6
18,3,9,6
19,8,4,7
20,6,13,4
21,12,11,3
22,12,14,1
23,4,6,3
24,16,11,6
25,10,5,6
26,3,12,6
27,10,15,5
28,4,12,5
29,10,7,6
30,7,12,3
31,16,1,7
32,3,11,5
33,3,2,7
34,11,2,1
35,16,5,3
36,5,4,3
37,11,12,5
38,2,1,5
39,9,11,4
40,7,15,6
41,16,14,7
42,9,12,1
43,7,4,7
44,13,1,2
45,9,2,3
46,9,5,7
47,10,6,7
48,12,12,5
49,12,2,5
50,4,5,5
51,16,2,3
52,12,11,4
53,14,14,3
54,3,5,5
55,2,15,1
56,1,10,2
57,7,2,4
58,4,13,3
59,8,14,6
60,7,13,5
61,9,14,1
62,8,14,5
63,16,13,1
64,8,2,2
65,9,2,6
66,3,13,1
67,11,2,5
