name,x,y,z
1,13,15,1
2,16,12,3
3,3,12,2
4,3,7,2
5,15,9,1
6,13,15,7
7,14,10,7
8,8,10,3
9,15,5,6
10,3,6,6
11,15,15,6
12,12,13,5
13,14,3,5
14,1,9,7
15,5,15,1
16,16,12,1
17,3,4,2
18,14,10,6
19,6,14,2
20,6,7,1
21,16,8,7
22,7,15,1
23,9,2,1
24,4,1,7
25,8,9,7
26,13,5,3
27,1,8,1
28,5,1,6
29,1,12,2
30,14,12,4
31,2,2,4
32,11,1,4
33,7,8,7
34,3,5,2
35,4,3,5
36,15,7,3
37,12,8,3
38,3,15,5
39,15,5,4
40,6,4,4
41,4,2,3
42,2,13,3
43,14,12,3
44,10,9,5
45,2,8,2
46,9,6,3
47,8,4,5
48,11,15,3
49,4,12,6
50,16,6,1
51,9,9,7
52,7,4,1
53,16,13,7
54,3,14,5
55,14,7,1
56,8,7,1
57,14,10,2
58,2,2,6
