name,x,y,z
1,15,6,3
2,13,8,2
3,15,8,5
4,9,5,2
5,4,5,6
6,16,7,3
7,15,6,1
8,3,7,1
9,12,12,7
10,15,14,3
11,9,6,7
12,5,7,3
13,11,12,7
14,6,3,1
15,2,3,2
16,9,14,1
17,8,14,3
18,9,8,1
19,10,13,1
20,12,9,2
21,11,2,7
22,6,13,7
23,4,10,4
24,4,11,7
25,1,1,3
26,3,13,2
27,7,6,1
28,5,14,6
29,1,9,5
30,15,5,5
31,7,8,2
32,2,13,4
33,1,1,2
34,9,10,6
35,13,15,2
36,3,1,4
37,11,10,2
38,12,12,2
39,16,6,4
40,4,8,5
41,3,10,2
42,2,3,5
43,16,15,3
44,9,13,2
45,2,9,4
46,7,5,3
47,4,10,5
48,14,5,5
49,13,2,2
50,12,13,1
51,12,13,3
52,16,13,5
53,2,6,2
