name,x,y,z
1,9,11,3
2,14,7,7
3,3,9,6
4,5,6,4
5,12,5,6
6,13,2,3
7,10,5,3
8,15,12,2
9,1,15,3
10,6,6,5
11,16,12,4
12,10,2,7
13,10,10,7
14,12,7,1
15,3,14,1
16,5,4,5
17,13,5,1
18,12,11,4
19,9,12,3
20,4,14,5
21,4,14,1
22,3,3,6
23,10,12,6
24,1,3,1
25,11,10,7
26,5,5,4
27,9,15,3
28,14,13,4
29,4,15,6
30,1,6,5
31,12,13,6
32,15,2,5
33,16,9,6
34,9,5,2
35,5,5,1
36,8,14,3
37,14,12,7
38,1,6,4
39,12,6,4
40,9,14,1
41,3,15,3
42,9,15,2
43,7,3,5
44,10,14,7
45,5,10,2
46,13,12,1
47,9,4,2
48,13,15,7
49,5,3,5
50,8,3,4
51,6,12,5
52,10,15,3
53,10,9,4
54,11,4,7
55,10,1,5
56,7,5,3
57,5,15,2
58,6,15,6
59,7,6,6
60,6,12,4
61,8,13,2
