name,x,y,z
1,4,10,3
2,13,6,2
3,16,9,5
4,4,14,4
5,6,1,1
6,3,3,7
7,10,5,1
8,1,13,1
9,5,1,6
10,2,7,7
11,13,12,1
12,15,12,2
13,16,15,3
14,10,11,1
15,2,13,2
16,9,9,7
17,15,13,3
18,1,2,4
19,6,14,7
20,16,9,2
21,10,14,6
22,13,5,7
23,9,11,5
24,13,5,2
25,13,13,3
26,3,12,7
27,12,12,4
28,15,4,1
29,14,14,3
30,1,2,5
31,3,10,6
32,3,11,1
33,13,4,2
34,1,10,3
35,16,14,3
36,2,9,6
37,6,10,2
38,4,8,4
39,4,6,5
40,2,7,2
41,1,13,3
42,4,9,1
43,13,7,1
44,12,10,2
45,11,5,1
46,8,4,3
47,4,10,7
48,11,6,1
49,14,10,7
50,5,9,5
51,16,5,6
52,1,15,4
53,9,3,6
54,13,6,3
55,8,8,5
56,9,3,2
57,1,12,6
