name,x,y,z
1,12,4,5
2,13,15,5
3,5,10,6
4,3,1,4
5,1,1,6
6,1,13,3
7,12,1,6
8,15,12,5
9,14,7,6
10,15,15,3
11,3,12,6
12,6,12,7
13,12,5,6
14,7,10,7
15,15,6,6
16,9,3,5
17,4,11,5
18,3,12,4
19,2,14,6
20,11,9,3
21,2,8,1
22,15,3,7
23,3,15,4
24,11,5,7
25,9,10,4
26,5,3,2
27,7,13,7
28,10,7,7
29,15,3,6
30,12,10,4
31,1,14,6
32,3,10,7
33,13,5,6
34,13,4,1
35,10,15,1
36,14,13,2
37,14,14,7
38,11,10,1
39,4,7,7
40,8,13,4
41,10,11,2
42,5,8,7
43,10,10,3
44,12,14,3
45,1,10,2
46,14,2,5
47,9,9,4
48,16,1,1
49,3,7,7
50,15,1,7
51,5,15,1
52,11,9,1
53,14,8,1
54,9,10,7
55,14,7,5
56,14,14,4
57,8,15,3
