name,x,y,z
1,1,1,3
2,3,7,2
3,5,14,1
4,15,1,1
5,1,12,3
6,2,11,3
7,1,2,1
8,6,7,7
9,5,10,3
10,2,1,2
11,9,11,1
12,11,15,4
13,8,10,6
14,9,2,6
15,4,8,3
16,10,2,4
17,15,11,7
18,10,11,4
19,6,3,7
20,13,9,5
21,9,9,1
22,13,6,6
23,5,15,3
24,4,13,4
25,1,10,7
26,8,3,4
27,12,13,2
28,3,6,1
29,8,3,2
30,15,6,7
31,12,13,5
32,15,11,5
33,8,11,6
34,2,14,3
35,10,8,5
36,13,5,7
37,11,10,3
38,7,4,3
39,7,14,7
40,1,11,1
41,12,10,2
42,5,5,1
43,2,11,4
44,5,13,4
45,1,15,2
46,6,15,4
47,7,14,2
48,13,3,1
49,1,9,1
50,7,9,3
51,16,13,7
52,8,11,7
53,8,12,4
54,14,14,2
55,8,1,5
56,1,4,6
57,6,13,3
58,12,13,7
59,4,7,7
60,11,9,1
61,6,8,3
62,12,5,5
63,1,7,7
64,9,3,2
65,7,6,6
66,12,1,7
67,6,1,5
68,11,2,7
69,14,1,5
70,9,2,3
71,8,12,6
72,6,13,7
73,5,1,3
74,8,5,4
75,9,9,2
76,14,8,3
77,8,14,7
78,7,7,2
79,3,6,2
80,7,2,6
81,10,6,7
