name,x,y,z
1,14,13,1
2,13,11,7
3,4,10,1
4,10,12,1
5,15,2,5
6,10,15,7
7,6,14,7
8,9,12,4
9,7,7,7
10,15,3,3
11,16,7,1
12,16,12,6
13,11,4,5
14,10,8,4
15,7,6,1
16,9,4,5
17,7,5,6
18,1,13,3
19,16,4,4
20,7,2,5
21,13,6,5
22,5,12,3
23,15,13,2
24,13,1,7
25,3,2,2
26,1,13,2
27,13,5,4
28,7,6,7
29,7,1,1
30,7,3,7
31,11,2,5
32,11,7,5
33,8,4,3
34,7,4,1
35,4,14,3
36,5,14,6
37,9,4,2
38,15,15,7
39,6,14,2
40,7,15,6
41,3,8,3
42,10,7,7
43,8,8,2
44,2,12,2
45,4,14,1
46,1,15,7
47,11,13,1
48,13,11,1
49,5,1,7
50,4,6,7
51,11,11,6
52,3,5,6
53,8,15,4
54,14,14,5
55,15,3,5
56,15,2,3
57,7,3,2
58,8,6,7
59,4,11,5
60,3,5,4
61,15,11,1
62,16,5,2
63,12,14,6
64,9,13,5
